entry_hour,exit_hour,CAGR,Calmar_Ratio,Sharpe_Ratio,Max_Drawdown
1,2,0.034876363887442974,6.644338048376266,4.172244344070488,-0.005249035138416236
0,2,0.03901485350206069,2.249278448018856,2.974730333880438,-0.017345497413370325
1,3,0.031072141236884177,1.9249685655885929,2.4786086360087825,-0.01614163565698712
0,3,0.03519541769514811,1.17868156537958,2.1878517389512844,-0.029859988252055047
